exposure_id,source_notice_id,contract_id,notice_type,contracting_authority_name,responsible_body,contracting_authority_region,awardee_name_source,publication_date,contract_value_eur,cpv_code,cpv_description,sector_group,contract_type,procurement_procedure,object_description,source_url,awardee_entity_key,awardee_display_id,awardee_contract_count,awardee_portfolio_value_share,authority_awardee_value_share,authority_awardee_notice_share,sector_portfolio_value_share,data_quality_flags
BOE-19947,BOE-B-2024-27249,582024018600.,Contratación,MINISTERIO DE DEFENSA,Dirección General del INTA,Comunidad de Madrid,AFESA MEDIO AMBIENTE SA.,2024-07-24,29437.66,90522400,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","Sewage, refuse, cleaning and environmental services",Servicios,Abierto,Limpieza de espaldones de tiro en campus marañosa.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27249,AFESAMEDIOAMBIENTESA,A0198,1,0.00000101,0.00000496,0.00014428,0.01037560,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19948,BOE-B-2024-27250,582024015300.,Contratación,MINISTERIO DE DEFENSA,Dirección General del INTA,Comunidad de Madrid,"APAREJADORES CONSTRUCTORES, S.A. (ACONSSA).",2024-07-24,209711.50,45000000,45000000 Trabajos de construcción,Construction work,Obras,Abierto,Adecuación del sótano edificio T01.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27250,APAREJADORESCONSTRUCTORESSAACONSSA,A0576,4,0.00005127,0.00003533,0.00014428,0.32186548,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19949,BOE-B-2024-27251,2024/ETSAE0906/00001700E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,Comunidad de Madrid,"SAPA OPERACIONES, S.L.",2024-07-24,798693.89,50116300,50100000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,No disponible,Mantenimiento de cajas familia SG-850 SAPA.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27251,SAPAOPERACIONESSL,A6598,2,0.00008946,0.00043982,0.00028856,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19950,BOE-B-2024-27252,2024/ETSAE0906/00001580E.,Contratación,MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,Comunidad de Madrid,MASA GROUP.,2024-07-24,68600.00,48000000,48000000 Paquetes de software y sistemas de información,Software packages and information systems,Suministros,No disponible,Mantenimiento y suministro del software de simulación del Sistema Minerva (lote 1).,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27252,MASAGROUP,A5083,2,0.00000529,0.00002602,0.00028856,0.01530761,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19951,BOE-B-2024-27256,24A70014800.,Contratación,MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Estatal de Administración Tributaria en Castilla La Mancha,Castilla-La Mancha,"Elecnor Servicios y Proyectos, S.A.U.",2024-07-24,4223.57,50711000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento de las instalaciones de baja tensión en los edificios de la A.E.A.T. de Castilla - La Mancha.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27256,ELECNORSERVICIOSYPROYECTOSSAU,A2415,126,0.00069838,0.00004969,0.00970874,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19952,BOE-B-2024-27257,24A70014800.,Contratación,MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Estatal de Administración Tributaria en Castilla La Mancha,Nacional,SOLAR WORLD STAIN SL.,2024-07-24,8029.00,50711000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento de las instalaciones de baja tensión en los edificios de la A.E.A.T. de Castilla - La Mancha.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27257,SOLARWORLDSTAINSL,A7077,9,0.00000177,0.00002895,0.00776699,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19953,BOE-B-2024-27258,24A70014800.,Contratación,MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Estatal de Administración Tributaria en Castilla La Mancha,Nacional,SOLAR WORLD STAIN SL.,2024-07-24,4299.00,50711000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento de las instalaciones de baja tensión en los edificios de la A.E.A.T. de Castilla - La Mancha.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27258,SOLARWORLDSTAINSL,A7077,9,0.00000177,0.00002895,0.00776699,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19954,BOE-B-2024-27259,24A70014800.,Contratación,MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Estatal de Administración Tributaria en Castilla La Mancha,Nacional,SOLAR WORLD STAIN SL.,2024-07-24,3373.83,50711000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento de las instalaciones de baja tensión en los edificios de la A.E.A.T. de Castilla - La Mancha.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27259,SOLARWORLDSTAINSL,A7077,9,0.00000177,0.00002895,0.00776699,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19955,BOE-B-2024-27260,24A70014800.,Contratación,MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Estatal de Administración Tributaria en Castilla La Mancha,Nacional,SOLAR WORLD STAIN SL.,2024-07-24,9336.05,50711000,50700000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Mantenimiento de las instalaciones de baja tensión en los edificios de la A.E.A.T. de Castilla - La Mancha.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27260,SOLARWORLDSTAINSL,A7077,9,0.00000177,0.00002895,0.00776699,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19956,BOE-B-2024-27261,24840038600.,Contratación,MINISTERIO DE HACIENDA,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,Nacional,"ICA SISTEMAS Y SEGURIDAD, S.L.U.",2024-07-24,19598.88,50324100,50300000 Servicios de reparación y mantenimiento,Repair and maintenance services,Servicios,Abierto,Servicio de mantenimiento y soporte de la plataforma de detección de intrusiones de la Agencia Estatal de Administración Tributaria.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27261,ICASISTEMASYSEGURIDADSLU,A3840,3,0.00004197,0.00002266,0.00194175,0.12077180,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19957,BOE-B-2024-27265,A/0086/A/23/2.,Contratación,MINISTERIO DEL INTERIOR,Jefatura de Asuntos Económicos de la Guardia Civil,Comunidad de Madrid,ANGEL GABARDOS GALINDO SUCESORES S.L.,2024-07-24,320000.00,18000000,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios","Clothing, footwear, luggage and accessories",Suministros,Abierto,"La adquisición, para reposición, de diversas prendas y artículos de uniformidad reglamentaria, con destino al personal de la Guardia Civil.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27265,ANGELGABARDOSGALINDOSUCESORESSL,A0535,14,0.00016765,0.00314623,0.00394011,0.00411989,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19958,BOE-B-2024-27266,2DGT2CP00003.,Contratación,MINISTERIO DEL INTERIOR,Dirección General de Tráfico,Comunidad de Madrid,GENERALI ESPAÑA SA DE SEGUROS Y REASEGUROS.,2024-07-24,2580945.07,66510000,66000000 Servicios financieros y de seguros,Financial and insurance services,Servicios,Abierto,Contratación de póliza de seguro de responsabilidad civil de suscripción obligatoria y asistencia en viaje para los vehículos oficiales de la Jefatura Central de Tráfico.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27266,GENERALIESPANASADESEGUROSYREASEGUROS,A3270,16,0.00024147,0.00427139,0.00394011,0.00250511,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19959,BOE-B-2024-27268,CE-1-24.,Contratación,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Subdirección General de Oficialía Mayor del Ministerio de Trabajo y Economía Social,Ciudad de Ceuta,A&B SERVICIOS Y CONSTRUCCIONES DE CEUTA SLU.,2024-07-24,159999.00,45000000,45000000 Trabajos de construcción,Construction work,Obras,Abierto,"Conservación del edificio de PSA del Ministerio de Trabajo y Economía Social, sito en calle alcalde Fructuoso Miaja N.º 1 de Ceuta. Las actuaciones se ejecutarán sobre las fachadas tanto exteriores como patio interior, en sótano y zonas comunes; abarcando la resolución de problemas en cuanto al abastecimiento de agua, saneamiento de aguas residuales y pluviales y actuaciones en cubierta.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27268,AYBSERVICIOSYCONSTRUCCIONESDECEUTASLU,A0939,3,0.00002201,0.00061600,0.00182149,0.32186548,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19960,BOE-B-2024-27272,80/24/DT/PAS/SE.,Contratación,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Miño-Sil,Galicia,CONSULTORA DE INGENIERIA MEDIO AMBIENTE Y ARQUITECTURA SL.,2024-07-24,63898.30,71310000,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","Architecture, construction, engineering and inspection services",Servicios,Abierto,"Servicio de asistencia técnica de apoyo a la dirección de obra del proyecto de demolición de la presa de Gudín, en el río Faramontaos. término municipal de Xinzo de Limia (Ourense).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27272,CONSULTORADEINGENIERIAMEDIOAMBIENTEYARQUITECTURASL,A1855,2,0.00000459,0.00008813,0.00137836,0.03523707,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
BOE-19961,BOE-B-2024-27274,24BDSM001.,Contratación,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,"Dirección General de Biodiversidad, Bosques y Desertificación",Nacional,"FOTO CASANOVA, S.L.",2024-07-24,39807.00,38631000,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios 33700000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal 38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","Laboratory, optical and precision equipment",Suministros,Abierto,Suministro de material óptico para el cumplimiento de las funciones que tienen asignadas los agentes medioambientales en el medio marino.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-27274,FOTOCASANOVASL,A3061,2,0.00000177,0.00002618,0.00068918,0.00792739,unique_source_notice;named_awardee;parsed_awarded_value;case_accent_punctuation_spacing_normalised;source_url_available
